zone_climatique;altitude/lte;altitue/lt;altitude/gt;altitude/gte;parois_anciennes;inertie;mois;tefs;e;efr26;efr28;text;textmoy26;textmoy28;nref19;nref21;nref26;nref28;dh14;dh19;dh21;dh26;dh28
H2b;;800;400;;1;lourde|tres_lourde;10;13.5;87.26;4.48;0;11.4;;;693;711;8;8;2519.2;5365.9;6772;29.3;3.4
H2b;;800;400;;1;lourde|tres_lourde;11;10.4;42.57;0;0;6.1;;;719;720;0;0;5707.6;8822;10261.9;0;0
H2b;;800;400;;1;lourde|tres_lourde;12;7.2;27.5;0;0;3.6;;;744;744;0;0;7701;10569;12057;0;0
H2b;;;;800;1;lourde|tres_lourde;01;;0;0;0;;;;0;0;0;;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;02;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;03;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;04;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;05;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;06;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;07;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;08;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;09;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;10;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;11;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;1;lourde|tres_lourde;12;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2c;400;;;;1;lourde|tres_lourde;01;9.8;40.4;0;0;5.1;;;744;744;0;0;6588.7;9812.8;11300.8;0;0
H2c;400;;;;1;lourde|tres_lourde;02;9.5;63.77;0;0;6.6;;;670;672;0;0;4997.8;7883.1;9225;0;0
H2c;400;;;;1;lourde|tres_lourde;03;10.2;110.02;0;0;9.7;;;699;726;0;0;3607.4;6489.1;7919.8;0;0
H2c;400;;;;1;lourde|tres_lourde;04;11.3;61.26;0;0;12.2;;;412;445;0;0;1427.6;3120.2;3977.6;0;0
H2c;400;;;;1;lourde|tres_lourde;05;14.9;0;10.36;2.03;;27.5;29.9;0;0;48;6;0;0;0;48.4;11.1
H2c;400;;;;1;lourde|tres_lourde;06;17.5;0;24.31;12.01;;28.6;30.2;0;0;222;43;0;0;0;222.4;92.7
H2c;400;;;;1;lourde|tres_lourde;07;19.8;0;38.21;25.47;;29.2;30.5;0;0;465;92;0;0;0;464.9;225.3
H2c;400;;;;1;lourde|tres_lourde;08;19.8;0;32.22;21.61;;30;31.8;0;0;400;62;0;0;0;399.8;233.2
H2c;400;;;;1;lourde|tres_lourde;09;19.7;0;15.39;7.19;;29.2;32.1;0;0;133;19;0;0;0;133;77.9
H2c;400;;;;1;lourde|tres_lourde;10;17.7;68.99;10.02;5.75;15.6;28.4;29.8;533;604;52;22;880.2;2791.8;3925.9;52.2;19.6
H2c;400;;;;1;lourde|tres_lourde;11;14;63.3;0;0;9.1;;;693;709;0;0;3747.6;6725.2;8128.7;0;0
H2c;400;;;;1;lourde|tres_lourde;12;9.8;38.16;0;0;5;;;744;744;0;0;6667.9;9535.9;11023.9;0;0
H2c;;800;400;;1;lourde|tres_lourde;01;7.8;40.4;0;0;3.1;;;744;744;0;0;8072.8;11300.8;12788.8;0;0
H2c;;800;400;;1;lourde|tres_lourde;02;7.5;63.77;0;0;4.6;;;672;672;0;0;6306.6;9225;10569;0;0
H2c;;800;400;;1;lourde|tres_lourde;03;8.2;110.02;0;0;7.7;;;726;738;0;0;4849.4;7919.8;9385.1;0;0
H2c;;800;400;;1;lourde|tres_lourde;04;9.3;86.61;0;0;9.8;;;685;712;0;0;3326;6225.4;7623.4;0;0
H2c;;800;400;;1;lourde|tres_lourde;05;12.9;45.69;2.03;0.72;13.7;28.5;28.5;285;316;6;2;777.3;1907.2;2504.8;48.4;11.1
H2c;;800;400;;1;lourde|tres_lourde;06;15.5;0;12.01;4.72;;30.4;30.4;0;0;43;14;0;0;0;222.4;92.7
H2c;;800;400;;1;lourde|tres_lourde;07;17.8;0;25.47;12.37;;29.9;29.9;0;0;92;46;0;0;0;464.9;225.3
H2c;;800;400;;1;lourde|tres_lourde;08;17.8;0;21.61;13.5;;31.6;31.6;0;0;62;37;0;0;0;399.8;233.2
H2c;;800;400;;1;lourde|tres_lourde;09;17.7;0;7.19;5.26;;31.3;31.3;0;0;19;14;0;0;0;133;77.9
H2c;;800;400;;1;lourde|tres_lourde;10;15.7;68.99;5.75;2.9;13.6;28.7;28.7;604;641;11;11;1600.9;3925.9;5165.6;52.2;19.6
H2c;;800;400;;1;lourde|tres_lourde;11;12;63.3;0;0;7.1;;;709;720;0;0;5072.9;8128.7;9558;0;0
H2c;;800;400;;1;lourde|tres_lourde;12;7.8;38.16;0;0;3;;;744;744;0;0;8155.9;11023.9;12511.9;0;0
H2c;;;;800;1;lourde|tres_lourde;01;5.8;40.4;0;0;1.1;;;744;744;0;;9560.8;12788.8;14276.8;0;0
H2c;;;;800;1;lourde|tres_lourde;02;5.5;63.77;0;0;2.6;;;672;672;0;0;7641;10569;11913;0;0
H2c;;;;800;1;lourde|tres_lourde;03;6.2;110.02;0;0;5.7;;;744;744;0;0;6205.7;9385.1;10867.6;0;0
H2c;;;;800;1;lourde|tres_lourde;04;7.3;86.61;0;0;7.8;;;721;720;0;0;4599.9;7623.4;9053.8;0;0
H2c;;;;800;1;lourde|tres_lourde;05;10.9;95.01;0.72;0;12.4;26.5;;663;684;2;0;2153;4719.7;6040;1;0
H2c;;;;800;1;lourde|tres_lourde;06;13.5;8.85;4.72;1.95;17;28.4;29.6;50;52;14;0;48.2;249;349.7;33.4;11.4
H2c;;;;800;1;lourde|tres_lourde;07;15.8;0;12.37;4.82;;27.9;29.2;0;0;46;7;0;0;0;87.3;23.4
H2c;;;;800;1;lourde|tres_lourde;08;15.8;0;13.5;8.79;;29.6;31.2;0;0;37;20;0;0;0;133.8;70.6
H2c;;;;800;1;lourde|tres_lourde;09;15.7;10.75;5.26;3.55;13.7;29.3;30.1;72;70;14;22;168.3;431;569.1;45.9;21.1
H2c;;;;800;1;lourde|tres_lourde;10;13.7;72.63;2.9;0;11.7;26.7;;676;692;5;10;2549.1;5232.2;6578;3.5;0
H2c;;;;800;1;lourde|tres_lourde;11;10;63.3;0;0;5.1;;;720;720;0;5;6455.8;9558;10998;0;0
H2c;;;;800;1;lourde|tres_lourde;12;5.8;38.16;0;0;1;;;744;744;0;0;9643.9;12511.9;13999.9;0;0
H2d;400;;;;1;lourde|tres_lourde;01;8.6;98.24;0;0;4.9;;;738;742;0;0;6887.9;10042;11520.5;0;0
H2d;400;;;;1;lourde|tres_lourde;02;8.5;100.73;0;0;5.1;;;672;672;0;0;5991.6;8913.2;10257.2;0;0
H2d;400;;;;1;lourde|tres_lourde;03;9.4;116.26;0;0;9.3;;;699;721;0;0;3901.6;6834.6;8257.8;0;0
H2d;400;;;;1;lourde|tres_lourde;04;12.9;91.41;0;0;12.7;;;482;518;2;0;1799.9;3813.8;4811.6;1.6;0
H2d;400;;;;1;lourde|tres_lourde;05;16.7;0;16.67;2.56;;27.4;0;0;0;70;9;0;0;0;69.6;9.1
H2d;400;;;;1;lourde|tres_lourde;06;18;0;55.56;43.81;;30.2;31.3;0;0;904;160;0;0;0;904.4;526.1
H2d;400;;;;1;lourde|tres_lourde;07;23.6;0;84.28;67.5;;30.5;31.7;0;0;1447;238;0;0;0;1447;868.2
H2d;400;;;;1;lourde|tres_lourde;08;20.9;0;77.59;53.69;;29.4;30.8;0;0;801;150;0;0;0;801.2;418.4
H2d;400;;;;1;lourde|tres_lourde;09;22.9;0;49.79;25.08;;28.3;29.5;0;0;251;56;0;0;0;250.7;84.4
H2d;400;;;;1;lourde|tres_lourde;10;18.4;9.68;0;0;13.6;;;53;63;0;0;153;370;482;0;0
H2d;400;;;;1;lourde|tres_lourde;11;14.1;87.35;0;0;8.9;;;683;704;0;0;3992.8;6851.3;8239.6;0;0
H2d;400;;;;1;lourde|tres_lourde;12;9.4;85.07;0;0;5;;;744;744;0;0;6669.3;15639.4;11021;0;0
H2d;;800;400;;1;lourde|tres_lourde;01;6.6;98.24;0;0;2.9;;;742;744;0;0;8308.1;11520.5;13007.7;0;0
H2d;;800;400;;1;lourde|tres_lourde;02;6.5;100.73;0;0;3.1;;;672;672;0;0;7329.2;10257.2;11601.2;0;0
H2d;;800;400;;1;lourde|tres_lourde;03;7.4;116.26;0;0;7.3;;;721;732;0;0;5169.6;8257.8;9710.8;0;0
H2d;;800;400;;1;lourde|tres_lourde;04;10.9;104.57;0;0;11.4;;;607;650;0;0;2849.1;5355.9;6609.3;1.6;0
H2d;;800;400;;1;lourde|tres_lourde;05;14.7;1.74;2.56;0;15.6;;;18;21;9;0;7.7;69.5;108.6;69.6;9.1
H2d;;800;400;;1;lourde|tres_lourde;06;16;0;43.81;28.55;;30.6;30.6;0;0;160;101;0;0;0;904.4;526.1
H2d;;800;400;;1;lourde|tres_lourde;07;21.6;0;67.5;54.43;;30.8;30.8;0;0;238;170;0;0;0;1447;868.2
H2d;;800;400;;1;lourde|tres_lourde;08;18.9;0;53.69;29.25;;30.2;30.2;0;0;150;84;0;0;0;801.2;418.4
H2d;;800;400;;1;lourde|tres_lourde;09;20.9;0;25.08;6.54;;28.7;28.7;0;0;56;15;0;0;0;250.7;84.4
H2d;;800;400;;1;lourde|tres_lourde;10;16.4;50.27;0;0;12.5;;;376;405;0;0;1219.3;2673.9;3454.7;0;0
H2d;;800;400;;1;lourde|tres_lourde;11;12.1;87.35;0;0;6.9;;;704;714;0;0;5245.4;8239.6;9658.1;0;0
H2d;;800;400;;1;lourde|tres_lourde;12;7.4;85.07;0;0;3;;;744;744;0;0;8153;18255.9;12509;0;0
H2d;;;;800;1;lourde|tres_lourde;01;4.6;98.24;0;0;0.9;;;744;744;0;;9780.5;13007.7;14495.7;0;0
H2d;;;;800;1;lourde|tres_lourde;02;4.5;100.73;0;0;1.1;;;672;672;0;0;8673.2;11601.2;12945.2;0;0
H2d;;;;800;1;lourde|tres_lourde;03;5.4;116.26;0;0;5.3;;;737;740;0;0;6554.6;9710.8;11184.6;0;0
H2d;;;;800;1;lourde|tres_lourde;04;8.9;104.57;0;0;9.4;;;680;693;0;0;3909.7;6609.3;7954.2;0;0
H2d;;;;800;1;lourde|tres_lourde;05;12.7;81.37;0;0;12.2;;;644;590;0;0;2025.3;4291;5432.4;0;0
H2d;;;;800;1;lourde|tres_lourde;06;14;0;28.55;12.77;;28.6;30.2;0;0;101;0;0;0;0;257.9;104.7
H2d;;;;800;1;lourde|tres_lourde;07;19.6;0;54.43;36.35;;28.8;29.9;0;0;170;47;0;0;0;468.7;191.7
H2d;;;;800;1;lourde|tres_lourde;08;16.9;0;29.25;14.76;;28.2;29.4;0;0;84;102;0;0;0;181.4;59
H2d;;;;800;1;lourde|tres_lourde;09;18.9;48.93;6.54;0;14.2;26.7;;253;258;15;41;605.4;1585;2081.8;11.2;0
H2d;;;;800;1;lourde|tres_lourde;10;14.4;73.86;0;0;10.8;;;619;618;0;0;2359;4795.3;5999.2;0;0
H2d;;;;800;1;lourde|tres_lourde;11;10.1;87.35;0;0;4.9;;;718;720;0;0;6590;9658.1;11094.3;0;0
H2d;;;;800;1;lourde|tres_lourde;12;5.4;85.07;0;0;1;;;744;744;0;0;9641;20887.4;13997;0;0
H3;400;;;;1;lourde|tres_lourde;01;8.4;92.47;0;0;5.9;;;744;744;0;0;6041.1;9264.6;10752.6;0;0
H3;400;;;;1;lourde|tres_lourde;02;11.7;91.37;0;0;9.4;;;664;670;0;0;3185.4;6041.6;7375.6;0;0
H3;400;;;;1;lourde|tres_lourde;03;11.4;109.83;0;0;10.2;;;715;730;0;0;3114.8;6118.4;7568.3;0;0
H3;400;;;;1;lourde|tres_lourde;04;12;79.8;0;0;13.2;;;390;434;0;0;948.2;2469.9;3284.2;0;0
H3;400;;;;1;lourde|tres_lourde;05;17.2;0;17.22;8.16;;27.7;29.1;0;0;96;20;0;0;0;95.5;22.6
H3;400;;;;1;lourde|tres_lourde;06;20.7;0;52.06;30.95;;28.7;30.2;0;0;484;97;0;0;0;483.7;213.4
H3;400;;;;1;lourde|tres_lourde;07;21.4;0;81.88;64.81;;29.2;30.2;0;0;969;206;0;0;0;968.9;463.2
H3;400;;;;1;lourde|tres_lourde;08;25.4;0;95.22;65.44;;28.6;29.7;0;0;742;167;0;0;0;741.5;283.7
H3;400;;;;1;lourde|tres_lourde;09;20;0;25.89;15.66;;28.1;29.1;0;0;114;30;0;0;0;114.4;32.3
H3;400;;;;1;lourde|tres_lourde;10;19.8;0;1.14;0;;26.1;;0;0;0;2;0;0;0;0.2;0
H3;400;;;;1;lourde|tres_lourde;11;14.7;71.76;0;0;9.5;;;601;609;0;0;3024.5;5536.8;6748.2;0;0
H3;400;;;;1;lourde|tres_lourde;12;12.1;75;0;0;7.6;;;739;744;0;0;4827.6;7659.1;9142.7;0;0
H3;;800;400;;1;lourde|tres_lourde;01;6.4;92.47;0;0;3.9;;;744;744;0;0;7524.6;10752.6;12240.6;0;0
H3;;800;400;;1;lourde|tres_lourde;02;9.7;91.37;0;0;7.4;;;670;672;0;0;4463.9;7375.6;8719.2;0;0
H3;;800;400;;1;lourde|tres_lourde;03;9.4;109.83;0;0;8.2;;;730;743;0;0;4426.6;7568.3;9039.1;0;0
H3;;800;400;;1;lourde|tres_lourde;04;10;79.8;0;0;11.2;;;434;452;0;0;1544.1;3284.2;4174.9;0;0
H3;;800;400;;1;lourde|tres_lourde;05;15.2;0;8.16;1.79;;28.4;28.4;0;0;20;4;0;0;0;95.5;22.6
H3;;800;400;;1;lourde|tres_lourde;06;18.7;0;30.95;16.38;;29.5;29.5;0;0;97;47;0;0;0;483.7;213.4
H3;;800;400;;1;lourde|tres_lourde;07;19.4;0;64.81;38.71;;29.5;29.5;0;0;206;105;0;0;0;968.9;463.2
H3;;800;400;;1;lourde|tres_lourde;08;23.4;0;65.44;28.13;;29;29;0;0;167;64;0;0;0;741.5;283.7
H3;;800;400;;1;lourde|tres_lourde;09;18;0;15.66;1.27;;28.5;28.5;0;0;30;2;0;0;0;114.4;32.3
H3;;800;400;;1;lourde|tres_lourde;10;17.8;0.82;0;0;12.2;;;24;24;0;0;44.5;151.2;199.2;0.2;0
H3;;800;400;;1;lourde|tres_lourde;11;12.7;85.22;0;0;8;;;704;719;0;0;4430.9;7441.6;8871;0;0
H3;;800;400;;1;lourde|tres_lourde;12;10.1;75;0;0;5.6;;;744;744;0;0;6280.4;9142.7;10630.7;0;0
H3;;;;800;1;lourde|tres_lourde;01;4.4;92.47;0;0;1.9;;;744;744;0;;9012.6;12240.6;13728.6;0;0
H3;;;;800;1;lourde|tres_lourde;02;7.7;91.37;0;0;5.4;;;672;672;0;0;5792.2;8719.2;10063.2;0;0
H3;;;;800;1;lourde|tres_lourde;03;7.4;109.83;0;0;6.2;;;744;744;0;0;5846.1;9039.1;10526.9;0;0
H3;;;;800;1;lourde|tres_lourde;04;8;115.14;0;0;9.8;;;721;720;0;0;3211.5;6188;7620.9;0;0
H3;;;;800;1;lourde|tres_lourde;05;13.2;89.43;1.79;0;14.5;26.4;;521;542;4;0;889.7;2768.5;3794.2;1.5;0
H3;;;;800;1;lourde|tres_lourde;06;16.7;0;16.38;6.69;;27.5;28.8;0;0;47;0;0;0;0;70.6;13.4
H3;;;;800;1;lourde|tres_lourde;07;17.4;0;38.71;11.07;;27.5;28.9;0;0;105;17;0;0;0;154.8;27.3
H3;;;;800;1;lourde|tres_lourde;08;21.4;0;28.13;3.31;;27;28.6;0;0;64;30;0;0;0;66.7;4.8
H3;;;;800;1;lourde|tres_lourde;09;16;0;1.27;0;;26.5;;0;0;2;8;0;0;0;1.1;0
H3;;;;800;1;lourde|tres_lourde;10;15.8;0;0;0;;;;0;0;0;0;0;0;0;0;0
H3;;;;800;1;lourde|tres_lourde;11;10.7;80.94;0;0;5.8;;;672;672;0;0;5542.7;8442.5;9786.3;0;0
H3;;;;800;1;lourde|tres_lourde;12;8.1;75;0;0;3.6;;;744;744;0;0;7762.7;10630.7;12118.7;0;0
