zone_climatique;orientation;inclinaison/lt;inclinaison/lte;inclinaison/gte;inclinaison/eq;mois;c1
H2d;est;;75;25;;01;0.71
H2d;est;;75;25;;02;0.9
H2d;est;;75;25;;03;1.28
H2d;est;;75;25;;04;1.8
H2d;est;;75;25;;05;2.56
H2d;est;;75;25;;06;3.29
H2d;est;;75;25;;07;3.35
H2d;est;;75;25;;08;2.29
H2d;est;;75;25;;09;1.51
H2d;est;;75;25;;10;0.99
H2d;est;;75;25;;11;0.8
H2d;est;;75;25;;12;0.59
H3;est;;75;25;;01;0.63
H3;est;;75;25;;02;0.8
H3;est;;75;25;;03;1.17
H3;est;;75;25;;04;2.13
H3;est;;75;25;;05;2.62
H3;est;;75;25;;06;3.04
H3;est;;75;25;;07;2.99
H3;est;;75;25;;08;2.08
H3;est;;75;25;;09;1.44
H3;est;;75;25;;10;0.9
H3;est;;75;25;;11;0.91
H3;est;;75;25;;12;0.56
H1a;est;25;;;;01;0.63
H1a;est;25;;;;02;0.76
H1a;est;25;;;;03;1
H1a;est;25;;;;04;1.47
H1a;est;25;;;;05;1.88
H1a;est;25;;;;06;2.18
H1a;est;25;;;;07;2.06
H1a;est;25;;;;08;1.6
H1a;est;25;;;;09;1.15
H1a;est;25;;;;10;0.8
H1a;est;25;;;;11;0.75
H1a;est;25;;;;12;0.52
H1b;est;25;;;;01;0.58
H1b;est;25;;;;02;0.78
H1b;est;25;;;;03;1.04
H1b;est;25;;;;04;1.42
H1b;est;25;;;;05;1.92
H1b;est;25;;;;06;2.1
H1b;est;25;;;;07;2.01
H1b;est;25;;;;08;1.61
H1b;est;25;;;;09;1.08
H1b;est;25;;;;10;0.88
H1b;est;25;;;;11;0.77
H1b;est;25;;;;12;0.63
H1c;est;25;;;;01;0.75
H1c;est;25;;;;02;0.76
H1c;est;25;;;;03;1.02
H1c;est;25;;;;04;1.6
H1c;est;25;;;;05;1.98
H1c;est;25;;;;06;2.31
H1c;est;25;;;;07;2.19
H1c;est;25;;;;08;1.74
H1c;est;25;;;;09;1.26
H1c;est;25;;;;10;0.87
H1c;est;25;;;;11;0.75
H1c;est;25;;;;12;0.56
H2a;est;25;;;;01;0.61
H2a;est;25;;;;02;0.76
H2a;est;25;;;;03;1.02
H2a;est;25;;;;04;1.47
H2a;est;25;;;;05;2
H2a;est;25;;;;06;2.23
H2a;est;25;;;;07;2.03
H2a;est;25;;;;08;1.67
H2a;est;25;;;;09;1.19
H2a;est;25;;;;10;0.85
H2a;est;25;;;;11;0.69
H2a;est;25;;;;12;0.51
H2b;est;25;;;;01;0.6
H2b;est;25;;;;02;0.8
H2b;est;25;;;;03;1.01
H2b;est;25;;;;04;1.51
H2b;est;25;;;;05;2.03
H2b;est;25;;;;06;2.39
H2b;est;25;;;;07;2.28
H2b;est;25;;;;08;1.71
H2b;est;25;;;;09;1.14
H2b;est;25;;;;10;0.95
H2b;est;25;;;;11;0.72
H2b;est;25;;;;12;0.72
H2c;est;25;;;;01;0.65
H2c;est;25;;;;02;0.83
H2c;est;25;;;;03;1.13
H2c;est;25;;;;04;1.61
H2c;est;25;;;;05;2.13
H2c;est;25;;;;06;2.5
H2c;est;25;;;;07;2.36
H2c;est;25;;;;08;1.82
H2c;est;25;;;;09;1.24
H2c;est;25;;;;10;0.9
H2c;est;25;;;;11;0.77
H2c;est;25;;;;12;0.68
H2d;est;25;;;;01;0.53
H2d;est;25;;;;02;0.68
H2d;est;25;;;;03;1.02
H2d;est;25;;;;04;1.5
H2d;est;25;;;;05;2.15
H2d;est;25;;;;06;2.74
H2d;est;25;;;;07;2.66
H2d;est;25;;;;08;1.89
H2d;est;25;;;;09;1.23
H2d;est;25;;;;10;0.83
H2d;est;25;;;;11;0.56
H2d;est;25;;;;12;0.46
H3;est;25;;;;01;0.49
H3;est;25;;;;02;0.65
H3;est;25;;;;03;0.99
H3;est;25;;;;04;1.62
H3;est;25;;;;05;2.24
H3;est;25;;;;06;2.66
H3;est;25;;;;07;2.54
H3;est;25;;;;08;1.84
H3;est;25;;;;09;1.24
H3;est;25;;;;10;0.79
H3;est;25;;;;11;0.64
H3;est;25;;;;12;0.45
H1a;horizontale;;;;;01;0.62
H1a;horizontale;;;;;02;0.74
H1a;horizontale;;;;;03;0.98
H1a;horizontale;;;;;04;1.45
H1a;horizontale;;;;;05;1.88
H1a;horizontale;;;;;06;2.19
H1a;horizontale;;;;;07;2.05
H1a;horizontale;;;;;08;1.59
H1a;horizontale;;;;;09;1.15
H1a;horizontale;;;;;10;0.81
H1a;horizontale;;;;;11;0.73
H1a;horizontale;;;;;12;0.51
H1b;horizontale;;;;;01;0.58
H1b;horizontale;;;;;02;0.78
H1b;horizontale;;;;;03;1.04
H1b;horizontale;;;;;04;1.44
H1b;horizontale;;;;;05;1.95
H1b;horizontale;;;;;06;2.11
H1b;horizontale;;;;;07;2.01
H1b;horizontale;;;;;08;1.62
H1b;horizontale;;;;;09;1.11
H1b;horizontale;;;;;10;0.91
H1b;horizontale;;;;;11;0.76
H1b;horizontale;;;;;12;0.63
H1c;horizontale;;;;;01;0.74
H1c;horizontale;;;;;02;0.75
H1c;horizontale;;;;;03;1.02
H1c;horizontale;;;;;04;1.49
H1c;horizontale;;;;;05;2
H1c;horizontale;;;;;06;2.31
H1c;horizontale;;;;;07;2.21
H1c;horizontale;;;;;08;1.75
H1c;horizontale;;;;;09;1.26
H1c;horizontale;;;;;10;0.89
H1c;horizontale;;;;;11;0.76
H1c;horizontale;;;;;12;0.56
H2a;horizontale;;;;;01;1.14
H2a;horizontale;;;;;02;1.21
H2a;horizontale;;;;;03;1.29
H2a;horizontale;;;;;04;1.72
H2a;horizontale;;;;;05;2.36
H2a;horizontale;;;;;06;2.72
H2a;horizontale;;;;;07;2.83
H2a;horizontale;;;;;08;2.15
H2a;horizontale;;;;;09;1.31
H2a;horizontale;;;;;10;1.15
H2a;horizontale;;;;;11;1.02
H2a;horizontale;;;;;12;0.86
H2b;horizontale;;;;;01;0.59
H2b;horizontale;;;;;02;0.78
H2b;horizontale;;;;;03;1
H2b;horizontale;;;;;04;1.51
H2b;horizontale;;;;;05;2.06
H2b;horizontale;;;;;06;2.39
H2b;horizontale;;;;;07;2.28
H2b;horizontale;;;;;08;1.7
H2b;horizontale;;;;;09;1.14
H2b;horizontale;;;;;10;0.95
H2b;horizontale;;;;;11;0.72
H2b;horizontale;;;;;12;0.71
H2c;horizontale;;;;;01;0.64
H2c;horizontale;;;;;02;0.82
H2c;horizontale;;;;;03;1.12
H2c;horizontale;;;;;04;1.59
H2c;horizontale;;;;;05;2.14
H2c;horizontale;;;;;06;2.48
H2c;horizontale;;;;;07;2.35
H2c;horizontale;;;;;08;1.81
H2c;horizontale;;;;;09;1.21
H2c;horizontale;;;;;10;0.91
H2c;horizontale;;;;;11;0.78
H2c;horizontale;;;;;12;0.67
H2d;horizontale;;;;;01;0.53
H2d;horizontale;;;;;02;0.68
H2d;horizontale;;;;;03;1.03
H2d;horizontale;;;;;04;1.53
H2d;horizontale;;;;;05;2.18
H2d;horizontale;;;;;06;2.76
H2d;horizontale;;;;;07;2.64
H2d;horizontale;;;;;08;1.9
H2d;horizontale;;;;;09;1.25
H2d;horizontale;;;;;10;0.85
H2d;horizontale;;;;;11;0.55
H2d;horizontale;;;;;12;0.47
H3;horizontale;;;;;01;0.5
H3;horizontale;;;;;02;0.66
H3;horizontale;;;;;03;1.02
H3;horizontale;;;;;04;1.59
H3;horizontale;;;;;05;2.28
H3;horizontale;;;;;06;2.72
H3;horizontale;;;;;07;2.57
H3;horizontale;;;;;08;1.89
H3;horizontale;;;;;09;1.27
H3;horizontale;;;;;10;0.83
H3;horizontale;;;;;11;0.62
H3;horizontale;;;;;12;0.46
