type_baie;presence_soubassement;materiau;type_vitrage;type_pose;type_survitrage;sw;tv_sw_id
brique_verre_pleine;;;;;;0.4;1
brique_verre_creuse;;;;;;0.4;2
polycarbonate;;;;;;0.4;3
fenetre_battante;;pvc;simple_vitrage;nu_exterieur;;0.58;4
fenetre_battante;;pvc;double_vitrage;nu_exterieur;;0.52;5
fenetre_battante;;pvc;double_vitrage_fe;nu_exterieur;;0.45;6
fenetre_battante;;pvc;triple_vitrage;nu_exterieur;;0.46;7
fenetre_battante;;pvc;triple_vitrage_fe;nu_exterieur;;0.41;8
fenetre_battante;;pvc;simple_vitrage;nu_exterieur;simple;0.52;5
fenetre_battante;;pvc;simple_vitrage;nu_exterieur;faible_emissivite;0.45;6
fenetre_battante;;pvc;simple_vitrage;nu_interieur;;0.52;89
fenetre_battante;;pvc;double_vitrage;nu_interieur;;0.47;90
fenetre_battante;;pvc;double_vitrage_fe;nu_interieur;;0.4;91
fenetre_battante;;pvc;triple_vitrage;nu_interieur;;0.41;92
fenetre_battante;;pvc;triple_vitrage_fe;nu_interieur;;0.37;93
fenetre_battante;;pvc;simple_vitrage;nu_interieur;simple;0.47;90
fenetre_battante;;pvc;simple_vitrage;nu_interieur;faible_emissivite;0.4;91
fenetre_battante;;pvc;simple_vitrage;tunnel;;0.52;89
fenetre_battante;;pvc;double_vitrage;tunnel;;0.47;90
fenetre_battante;;pvc;double_vitrage_fe;tunnel;;0.4;91
fenetre_battante;;pvc;triple_vitrage;tunnel;;0.41;92
fenetre_battante;;pvc;triple_vitrage_fe;tunnel;;0.37;93
fenetre_battante;;pvc;simple_vitrage;tunnel;simple;0.47;90
fenetre_battante;;pvc;simple_vitrage;tunnel;faible_emissivite;0.4;91
fenetre_battante;;bois;simple_vitrage;nu_exterieur;;0.58;4
fenetre_battante;;bois;double_vitrage;nu_exterieur;;0.52;5
fenetre_battante;;bois;double_vitrage_fe;nu_exterieur;;0.45;6
fenetre_battante;;bois;triple_vitrage;nu_exterieur;;0.46;7
fenetre_battante;;bois;triple_vitrage_fe;nu_exterieur;;0.41;8
fenetre_battante;;bois;simple_vitrage;nu_exterieur;simple;0.52;5
fenetre_battante;;bois;simple_vitrage;nu_exterieur;faible_emissivite;0.45;6
fenetre_battante;;bois;simple_vitrage;nu_interieur;;0.52;89
fenetre_battante;;bois;double_vitrage;nu_interieur;;0.47;90
fenetre_battante;;bois;double_vitrage_fe;nu_interieur;;0.4;91
fenetre_battante;;bois;triple_vitrage;nu_interieur;;0.41;92
fenetre_battante;;bois;triple_vitrage_fe;nu_interieur;;0.37;93
fenetre_battante;;bois;simple_vitrage;nu_interieur;simple;0.47;90
fenetre_battante;;bois;simple_vitrage;nu_interieur;faible_emissivite;0.4;91
fenetre_battante;;bois;simple_vitrage;tunnel;;0.52;89
fenetre_battante;;bois;double_vitrage;tunnel;;0.47;90
fenetre_battante;;bois;double_vitrage_fe;tunnel;;0.4;91
fenetre_battante;;bois;triple_vitrage;tunnel;;0.41;92
fenetre_battante;;bois;triple_vitrage_fe;tunnel;;0.37;93
fenetre_battante;;bois;simple_vitrage;tunnel;simple;0.47;90
fenetre_battante;;bois;simple_vitrage;tunnel;faible_emissivite;0.4;91
fenetre_battante;;bois_metal;simple_vitrage;nu_exterieur;;0.54;24
fenetre_battante;;bois_metal;double_vitrage;nu_exterieur;;0.48;25
fenetre_battante;;bois_metal;double_vitrage_fe;nu_exterieur;;0.42;26
fenetre_battante;;bois_metal;triple_vitrage;nu_exterieur;;0.43;27
fenetre_battante;;bois_metal;triple_vitrage_fe;nu_exterieur;;0.39;28
fenetre_battante;;bois_metal;simple_vitrage;nu_exterieur;simple;0.48;25
fenetre_battante;;bois_metal;simple_vitrage;nu_exterieur;faible_emissivite;0.42;26
fenetre_battante;;bois_metal;simple_vitrage;nu_interieur;;0.49;109
fenetre_battante;;bois_metal;double_vitrage;nu_interieur;;0.44;110
fenetre_battante;;bois_metal;double_vitrage_fe;nu_interieur;;0.38;111
fenetre_battante;;bois_metal;triple_vitrage;nu_interieur;;0.39;112
fenetre_battante;;bois_metal;triple_vitrage_fe;nu_interieur;;0.35;113
fenetre_battante;;bois_metal;simple_vitrage;nu_interieur;simple;0.44;110
fenetre_battante;;bois_metal;simple_vitrage;nu_interieur;faible_emissivite;0.38;111
fenetre_battante;;bois_metal;simple_vitrage;tunnel;;0.49;109
fenetre_battante;;bois_metal;double_vitrage;tunnel;;0.44;110
fenetre_battante;;bois_metal;double_vitrage_fe;tunnel;;0.38;111
fenetre_battante;;bois_metal;triple_vitrage;tunnel;;0.39;112
fenetre_battante;;bois_metal;triple_vitrage_fe;tunnel;;0.35;113
fenetre_battante;;bois_metal;simple_vitrage;tunnel;simple;0.44;110
fenetre_battante;;bois_metal;simple_vitrage;tunnel;faible_emissivite;0.38;111
fenetre_battante;;metal;simple_vitrage;nu_exterieur;;0.59;49
fenetre_battante;;metal;double_vitrage;nu_exterieur;;0.53;50
fenetre_battante;;metal;double_vitrage_fe;nu_exterieur;;0.46;51
fenetre_battante;;metal;triple_vitrage;nu_exterieur;;0.47;52
fenetre_battante;;metal;triple_vitrage_fe;nu_exterieur;;0.42;53
fenetre_battante;;metal;simple_vitrage;nu_exterieur;simple;0.53;50
fenetre_battante;;metal;simple_vitrage;nu_exterieur;faible_emissivite;0.46;51
fenetre_battante;;metal;simple_vitrage;nu_interieur;;0.53;134
fenetre_battante;;metal;double_vitrage;nu_interieur;;0.48;135
fenetre_battante;;metal;double_vitrage_fe;nu_interieur;;0.41;136
fenetre_battante;;metal;triple_vitrage;nu_interieur;;0.42;137
fenetre_battante;;metal;triple_vitrage_fe;nu_interieur;;0.38;138
fenetre_battante;;metal;simple_vitrage;nu_interieur;simple;0.48;135
fenetre_battante;;metal;simple_vitrage;nu_interieur;faible_emissivite;0.41;136
fenetre_battante;;metal;simple_vitrage;tunnel;;0.53;134
fenetre_battante;;metal;double_vitrage;tunnel;;0.48;135
fenetre_battante;;metal;double_vitrage_fe;tunnel;;0.41;136
fenetre_battante;;metal;triple_vitrage;tunnel;;0.42;137
fenetre_battante;;metal;triple_vitrage_fe;tunnel;;0.38;138
fenetre_battante;;metal;simple_vitrage;tunnel;simple;0.48;135
fenetre_battante;;metal;simple_vitrage;tunnel;faible_emissivite;0.41;136
fenetre_battante;;metal;simple_vitrage;nu_exterieur;;0.61;69
fenetre_battante;;metal;double_vitrage;nu_exterieur;;0.55;70
fenetre_battante;;metal;double_vitrage_fe;nu_exterieur;;0.48;71
fenetre_battante;;metal;triple_vitrage;nu_exterieur;;0.49;72
fenetre_battante;;metal;triple_vitrage_fe;nu_exterieur;;0.44;73
fenetre_battante;;metal;simple_vitrage;nu_exterieur;simple;0.55;70
fenetre_battante;;metal;simple_vitrage;nu_exterieur;faible_emissivite;0.48;71
fenetre_battante;;metal;simple_vitrage;nu_interieur;;0.55;154
fenetre_battante;;metal;double_vitrage;nu_interieur;;0.49;155
fenetre_battante;;metal;double_vitrage_fe;nu_interieur;;0.43;156
fenetre_battante;;metal;triple_vitrage;nu_interieur;;0.44;157
fenetre_battante;;metal;triple_vitrage_fe;nu_interieur;;0.4;158
fenetre_battante;;metal;simple_vitrage;nu_interieur;simple;0.49;155
fenetre_battante;;metal;simple_vitrage;nu_interieur;faible_emissivite;0.43;156
fenetre_battante;;metal;simple_vitrage;tunnel;;0.55;154
fenetre_battante;;metal;double_vitrage;tunnel;;0.49;155
fenetre_battante;;metal;double_vitrage_fe;tunnel;;0.43;156
fenetre_battante;;metal;triple_vitrage;tunnel;;0.44;157
fenetre_battante;;metal;triple_vitrage_fe;tunnel;;0.4;158
fenetre_battante;;metal;simple_vitrage;tunnel;simple;0.49;155
fenetre_battante;;metal;simple_vitrage;tunnel;faible_emissivite;0.43;156
fenetre_coulissante;;pvc;simple_vitrage;nu_exterieur;;0.58;9
fenetre_coulissante;;pvc;double_vitrage;nu_exterieur;;0.52;10
fenetre_coulissante;;pvc;double_vitrage_fe;nu_exterieur;;0.45;11
fenetre_coulissante;;pvc;triple_vitrage;nu_exterieur;;0.46;12
fenetre_coulissante;;pvc;triple_vitrage_fe;nu_exterieur;;0.41;13
fenetre_coulissante;;pvc;simple_vitrage;nu_exterieur;simple;0.52;10
fenetre_coulissante;;pvc;simple_vitrage;nu_exterieur;faible_emissivite;0.45;11
fenetre_coulissante;;pvc;simple_vitrage;nu_interieur;;0.52;94
fenetre_coulissante;;pvc;double_vitrage;nu_interieur;;0.47;95
fenetre_coulissante;;pvc;double_vitrage_fe;nu_interieur;;0.4;96
fenetre_coulissante;;pvc;triple_vitrage;nu_interieur;;0.41;97
fenetre_coulissante;;pvc;triple_vitrage_fe;nu_interieur;;0.37;98
fenetre_coulissante;;pvc;simple_vitrage;nu_interieur;simple;0.47;95
fenetre_coulissante;;pvc;simple_vitrage;nu_interieur;faible_emissivite;0.4;96
fenetre_coulissante;;pvc;simple_vitrage;tunnel;;0.52;94
fenetre_coulissante;;pvc;double_vitrage;tunnel;;0.47;95
fenetre_coulissante;;pvc;double_vitrage_fe;tunnel;;0.4;96
fenetre_coulissante;;pvc;triple_vitrage;tunnel;;0.41;97
fenetre_coulissante;;pvc;triple_vitrage_fe;tunnel;;0.37;98
fenetre_coulissante;;pvc;simple_vitrage;tunnel;simple;0.47;95
fenetre_coulissante;;pvc;simple_vitrage;tunnel;faible_emissivite;0.4;96
fenetre_coulissante;;bois;simple_vitrage;nu_exterieur;;0.58;9
fenetre_coulissante;;bois;double_vitrage;nu_exterieur;;0.52;10
fenetre_coulissante;;bois;double_vitrage_fe;nu_exterieur;;0.45;11
fenetre_coulissante;;bois;triple_vitrage;nu_exterieur;;0.46;12
fenetre_coulissante;;bois;triple_vitrage_fe;nu_exterieur;;0.41;13
fenetre_coulissante;;bois;simple_vitrage;nu_exterieur;simple;0.52;10
fenetre_coulissante;;bois;simple_vitrage;nu_exterieur;faible_emissivite;0.45;11
fenetre_coulissante;;bois;simple_vitrage;nu_interieur;;0.52;94
fenetre_coulissante;;bois;double_vitrage;nu_interieur;;0.47;95
fenetre_coulissante;;bois;double_vitrage_fe;nu_interieur;;0.4;96
fenetre_coulissante;;bois;triple_vitrage;nu_interieur;;0.41;97
fenetre_coulissante;;bois;triple_vitrage_fe;nu_interieur;;0.37;98
fenetre_coulissante;;bois;simple_vitrage;nu_interieur;simple;0.47;95
fenetre_coulissante;;bois;simple_vitrage;nu_interieur;faible_emissivite;0.4;96
fenetre_coulissante;;bois;simple_vitrage;tunnel;;0.52;94
fenetre_coulissante;;bois;double_vitrage;tunnel;;0.47;95
fenetre_coulissante;;bois;double_vitrage_fe;tunnel;;0.4;96
fenetre_coulissante;;bois;triple_vitrage;tunnel;;0.41;97
fenetre_coulissante;;bois;triple_vitrage_fe;tunnel;;0.37;98
fenetre_coulissante;;bois;simple_vitrage;tunnel;simple;0.47;95
fenetre_coulissante;;bois;simple_vitrage;tunnel;faible_emissivite;0.4;96
fenetre_coulissante;;bois_metal;simple_vitrage;nu_exterieur;;0.6;29
fenetre_coulissante;;bois_metal;double_vitrage;nu_exterieur;;0.54;30
fenetre_coulissante;;bois_metal;double_vitrage_fe;nu_exterieur;;0.46;31
fenetre_coulissante;;bois_metal;triple_vitrage;nu_exterieur;;0.47;32
fenetre_coulissante;;bois_metal;triple_vitrage_fe;nu_exterieur;;0.43;33
fenetre_coulissante;;bois_metal;simple_vitrage;nu_exterieur;simple;0.54;30
fenetre_coulissante;;bois_metal;simple_vitrage;nu_exterieur;faible_emissivite;0.46;31
fenetre_coulissante;;bois_metal;simple_vitrage;nu_interieur;;0.54;114
fenetre_coulissante;;bois_metal;double_vitrage;nu_interieur;;0.48;115
fenetre_coulissante;;bois_metal;double_vitrage_fe;nu_interieur;;0.41;116
fenetre_coulissante;;bois_metal;triple_vitrage;nu_interieur;;0.43;117
fenetre_coulissante;;bois_metal;triple_vitrage_fe;nu_interieur;;0.38;118
fenetre_coulissante;;bois_metal;simple_vitrage;nu_interieur;simple;0.48;115
fenetre_coulissante;;bois_metal;simple_vitrage;nu_interieur;faible_emissivite;0.41;116
fenetre_coulissante;;bois_metal;simple_vitrage;tunnel;;0.54;114
fenetre_coulissante;;bois_metal;double_vitrage;tunnel;;0.48;115
fenetre_coulissante;;bois_metal;double_vitrage_fe;tunnel;;0.41;116
fenetre_coulissante;;bois_metal;triple_vitrage;tunnel;;0.43;117
fenetre_coulissante;;bois_metal;triple_vitrage_fe;tunnel;;0.38;118
fenetre_coulissante;;bois_metal;simple_vitrage;tunnel;simple;0.48;115
fenetre_coulissante;;bois_metal;simple_vitrage;tunnel;faible_emissivite;0.41;116
fenetre_coulissante;;metal;simple_vitrage;nu_exterieur;;0.65;54
fenetre_coulissante;;metal;double_vitrage;nu_exterieur;;0.58;55
fenetre_coulissante;;metal;double_vitrage_fe;nu_exterieur;;0.5;56
fenetre_coulissante;;metal;triple_vitrage;nu_exterieur;;0.52;57
fenetre_coulissante;;metal;triple_vitrage_fe;nu_exterieur;;0.46;58
fenetre_coulissante;;metal;simple_vitrage;nu_exterieur;simple;0.58;55
fenetre_coulissante;;metal;simple_vitrage;nu_exterieur;faible_emissivite;0.5;56
